Company Symbol,Period,Sales,Expenses,Operating Profit,OPM %,Other Income,Interest,Depreciation,Profit Before Tax,Tax %,Net Profit,EPS in Rs,PDF URL
JMFINANCIL,Sep 2024,"1,077",462,615,57%,17,370,16,245,24%,187,1.79,https://www.screener.in/company/source/quarter/1637/9/2024/
JMFINANCIL,Dec 2024,"1,191",700,491,41%,21,343,15,154,6%,144,2.43,https://www.screener.in/company/source/quarter/1637/12/2024/
JMFINANCIL,Mar 2025,"1,106",500,607,55%,14,318,16,287,28%,207,2.19,https://www.screener.in/company/source/quarter/1637/3/2025/
JMFINANCIL,Jun 2025,"1,004",426,578,58%,23,274,16,311,25%,235,2.19,https://www.screener.in/company/source/quarter/1637/6/2025/
INTENTECH,Dec 2022,21.01,15.05,5.96,28.37%,0.15,0.01,0.35,5.75,22.96%,4.43,1.97,https://www.screener.in/company/source/quarter/1517/12/2022/
INTENTECH,Mar 2023,20.85,16.50,4.35,20.86%,0.30,0.07,0.46,4.12,16.26%,3.45,1.54,https://www.screener.in/company/source/quarter/1517/3/2023/
INTENTECH,Jun 2023,33.34,28.37,4.97,14.91%,0.52,0.03,0.48,4.98,8.43%,4.55,1.94,https://www.screener.in/company/source/quarter/1517/6/2023/
INTENTECH,Sep 2023,23.60,19.35,4.25,18.01%,0.35,0.14,0.37,4.09,22.00%,3.18,1.36,https://www.screener.in/company/source/quarter/1517/9/2023/
INTENTECH,Dec 2023,32.61,25.72,6.89,21.13%,0.18,0.09,0.39,6.59,21.85%,5.15,2.19,https://www.screener.in/company/source/quarter/1517/12/2023/
INTENTECH,Mar 2024,27.14,21.40,5.74,21.15%,0.56,0.08,0.77,5.45,21.10%,4.30,1.83,https://www.screener.in/company/source/quarter/1517/3/2024/
INTENTECH,Jun 2024,31.14,27.34,3.80,12.20%,0.94,0.08,0.79,3.87,22.48%,3.00,1.28,https://www.screener.in/company/source/quarter/1517/6/2024/
INTENTECH,Sep 2024,39.36,31.77,7.59,19.28%,1.23,0.08,1.16,7.58,27.31%,5.50,2.34,https://www.screener.in/company/source/quarter/1517/9/2024/
INTENTECH,Dec 2024,41.85,35.04,6.81,16.27%,0.64,0.04,1.17,6.24,19.71%,5.01,2.13,https://www.screener.in/company/source/quarter/1517/12/2024/
INTENTECH,Mar 2025,33.26,29.78,3.48,10.46%,1.41,0.07,1.23,3.59,13.93%,3.09,1.31,https://www.screener.in/company/source/quarter/1517/3/2025/
INTENTECH,Jun 2025,35.32,31.58,3.74,10.59%,0.63,0.07,1.32,2.98,8.72%,2.72,1.16,https://www.screener.in/company/source/quarter/1517/6/2025/
INTENTECH,Sep 2025,30.52,28.34,2.18,7.14%,0.96,0.17,1.57,1.40,10.00%,1.25,0.53,https://www.screener.in/company/source/quarter/1517/9/2025/
NOIDATOLL,Sep 2022,6.35,4.89,1.46,22.99%,0.16,0.01,10.43,-8.82,0.00%,-8.83,-0.47,https://www.screener.in/company/source/quarter/2291/9/2022/
NOIDATOLL,Dec 2022,6.32,5.13,1.19,18.83%,1.58,0.01,10.55,-7.79,0.00%,-7.79,-0.42,https://www.screener.in/company/source/quarter/2291/12/2022/
NOIDATOLL,Mar 2023,6.52,5.21,1.31,20.09%,0.66,0.01,10.38,-8.42,0.00%,-8.43,-0.45,https://www.screener.in/company/source/quarter/2291/3/2023/
NOIDATOLL,Jun 2023,4.54,5.48,-0.94,-20.70%,0.70,0.00,9.84,-10.08,0.00%,-10.09,-0.54,https://www.screener.in/company/source/quarter/2291/6/2023/
NOIDATOLL,Sep 2023,3.24,3.02,0.22,6.79%,0.52,0.01,9.93,-9.20,0.00%,-9.19,-0.49,https://www.screener.in/company/source/quarter/2291/9/2023/
NOIDATOLL,Dec 2023,3.54,3.96,-0.42,-11.86%,1.37,0.00,9.82,-8.87,0.00%,-8.87,-0.48,https://www.screener.in/company/source/quarter/2291/12/2023/
NOIDATOLL,Mar 2024,4.09,3.47,0.62,15.16%,0.60,0.00,9.44,-8.22,0.00%,-8.22,-0.44,https://www.screener.in/company/source/quarter/2291/3/2024/
NOIDATOLL,Jun 2024,9.97,6.64,3.33,33.40%,0.65,0.00,9.35,-5.37,0.00%,-5.37,-0.29,https://www.screener.in/company/source/quarter/2291/6/2024/
NOIDATOLL,Sep 2024,10.00,6.59,3.41,34.10%,0.66,0.00,9.38,-5.31,0.00%,-5.31,-0.29,https://www.screener.in/company/source/quarter/2291/9/2024/
NOIDATOLL,Dec 2024,9.89,7.06,2.83,28.61%,0.82,0.00,9.49,-5.84,0.00%,-5.84,-0.31,https://www.screener.in/company/source/quarter/2291/12/2024/
NOIDATOLL,Mar 2025,9.91,6.55,3.36,33.91%,-232.11,0.00,8.37,-237.12,-0.01%,-237.10,-12.74,https://www.screener.in/company/source/quarter/2291/3/2025/
NOIDATOLL,Jun 2025,10.44,6.74,3.70,35.44%,0.50,0.00,0.15,4.05,-0.25%,4.06,0.22,https://www.screener.in/company/source/quarter/2291/6/2025/
VENTIVE,Mar 2024,126,52,74,59%,7,11,12,57,25%,43,41.41,https://www.screener.in/company/source/quarter/1285201/3/2024/
VENTIVE,Jun 2024,124,48,76,61%,4,12,12,56,15%,47,45.22,https://www.screener.in/company/source/quarter/1285201/6/2024/
VENTIVE,Sep 2024,115,47,68,59%,6,12,11,51,48%,26,25.30,https://www.screener.in/company/source/quarter/1285201/9/2024/
VENTIVE,Dec 2024,258,171,87,34%,10,71,50,-24,96%,-47,-2.70,https://www.screener.in/company/source/quarter/1285201/12/2024/
VENTIVE,Mar 2025,534,296,238,45%,26,99,92,73,53%,35,0.95,https://www.screener.in/company/source/quarter/1285201/3/2025/
VENTIVE,Jun 2025,698,346,352,50%,19,75,103,193,22%,151,5.48,https://www.screener.in/company/source/quarter/1285201/6/2025/
HESTERBIO,Sep 2022,51,43,7,15%,5,2,5,5,35%,4,4.67,https://www.screener.in/company/source/quarter/1309/9/2022/
HESTERBIO,Dec 2022,73,60,13,17%,5,2,5,10,36%,7,8.16,https://www.screener.in/company/source/quarter/1309/12/2022/
HESTERBIO,Mar 2023,75,56,19,25%,6,4,5,16,24%,12,13.15,https://www.screener.in/company/source/quarter/1309/3/2023/
HESTERBIO,Jun 2023,67,56,12,17%,3,1,5,8,32%,6,5.33,https://www.screener.in/company/source/quarter/1309/6/2023/
HESTERBIO,Sep 2023,88,73,14,16%,3,3,5,9,25%,7,6.90,https://www.screener.in/company/source/quarter/1309/9/2023/
HESTERBIO,Dec 2023,70,57,13,19%,6,8,4,7,40%,4,4.81,https://www.screener.in/company/source/quarter/1309/12/2023/
HESTERBIO,Mar 2024,67,57,10,15%,2,2,4,6,37%,4,4.68,https://www.screener.in/company/source/quarter/1309/3/2024/
HESTERBIO,Jun 2024,79,63,16,20%,5,7,4,10,35%,6,5.82,https://www.screener.in/company/source/quarter/1309/6/2024/
HESTERBIO,Sep 2024,82,65,18,21%,2,5,4,11,29%,7,7.45,https://www.screener.in/company/source/quarter/1309/9/2024/
HESTERBIO,Dec 2024,84,65,19,23%,3,6,4,12,29%,8,9.64,https://www.screener.in/company/source/quarter/1309/12/2024/
HESTERBIO,Mar 2025,63,58,5,8%,9,-4,4,13,15%,11,13.71,https://www.screener.in/company/source/quarter/1309/3/2025/
HESTERBIO,Jun 2025,82,63,19,23%,-6,6,4,4,59%,2,1.52,https://www.screener.in/company/source/quarter/1309/6/2025/
SERVOTECH,Sep 2022,32.04,30.69,1.35,4.21%,0.03,0.48,0.43,0.47,25.53%,0.36,0.02,https://www.screener.in/company/source/quarter/1274127/9/2022/
SERVOTECH,Dec 2022,40.16,37.83,2.33,5.80%,0.08,0.63,0.73,1.05,24.76%,0.78,0.04,https://www.screener.in/company/source/quarter/1274127/12/2022/
SERVOTECH,Mar 2023,86.31,80.24,6.07,7.03%,0.05,0.55,0.38,5.19,25.43%,3.87,0.18,https://www.screener.in/company/source/quarter/1274127/3/2023/
SERVOTECH,Jun 2023,115.31,110.95,4.36,3.78%,4.67,0.72,0.59,7.72,21.63%,6.06,0.28,https://www.screener.in/company/source/quarter/1274127/6/2023/
SERVOTECH,Sep 2023,79.57,72.69,6.88,8.65%,0.25,0.93,0.71,5.49,25.14%,4.10,0.19,https://www.screener.in/company/source/quarter/1274127/9/2023/
SERVOTECH,Dec 2023,85.93,80.62,5.31,6.18%,0.66,1.07,0.73,4.17,25.18%,3.13,0.15,https://www.screener.in/company/source/quarter/1274127/12/2023/
SERVOTECH,Mar 2024,52.01,48.98,3.03,5.83%,0.19,0.61,0.75,1.86,39.78%,1.11,0.05,https://www.screener.in/company/source/quarter/1274127/3/2024/
SERVOTECH,Jun 2024,136.17,130.60,5.57,4.09%,0.48,0.55,0.86,4.64,25.65%,3.46,0.16,https://www.screener.in/company/source/quarter/1274127/6/2024/
SERVOTECH,Sep 2024,112.19,103.90,8.29,7.39%,0.25,1.43,0.96,6.15,26.99%,4.49,0.20,https://www.screener.in/company/source/quarter/1274127/9/2024/
SERVOTECH,Dec 2024,199.67,180.77,18.90,9.47%,0.40,2.48,1.49,15.33,26.68%,11.25,0.51,https://www.screener.in/company/source/quarter/1274127/12/2024/
SERVOTECH,Mar 2025,216.30,200.10,16.20,7.49%,0.53,2.38,1.52,12.83,28.29%,9.19,0.41,https://www.screener.in/company/source/quarter/1274127/3/2025/
SERVOTECH,Jun 2025,146.28,134.08,12.20,8.34%,1.18,0.98,1.90,10.50,26.57%,7.72,0.35,https://www.screener.in/company/source/quarter/1274127/6/2025/
CHEMFAB,Sep 2022,98.11,62.70,35.41,36.09%,0.65,0.12,5.89,30.05,28.99%,21.35,15.10,https://www.screener.in/company/source/quarter/1274330/9/2022/
CHEMFAB,Dec 2022,76.01,50.18,25.83,33.98%,-2.23,0.04,5.86,17.70,26.33%,13.04,9.22,https://www.screener.in/company/source/quarter/1274330/12/2022/
CHEMFAB,Mar 2023,83.94,59.22,24.72,29.45%,2.22,0.05,5.72,21.17,29.43%,14.94,10.56,https://www.screener.in/company/source/quarter/1274330/3/2023/
CHEMFAB,Jun 2023,73.30,48.77,24.53,33.47%,1.50,0.04,5.46,20.53,25.62%,15.26,10.76,https://www.screener.in/company/source/quarter/1274330/6/2023/
CHEMFAB,Sep 2023,79.08,63.59,15.49,19.59%,3.68,0.05,5.42,13.70,30.58%,9.51,6.70,https://www.screener.in/company/source/quarter/1274330/9/2023/
CHEMFAB,Dec 2023,79.58,68.70,10.88,13.67%,1.46,0.06,5.62,6.66,35.44%,4.30,3.03,https://www.screener.in/company/source/quarter/1274330/12/2023/
CHEMFAB,Mar 2024,86.33,71.13,15.20,17.61%,1.51,0.43,5.45,10.83,34.35%,7.10,4.99,https://www.screener.in/company/source/quarter/1274330/3/2024/
CHEMFAB,Jun 2024,82.31,69.98,12.33,14.98%,1.90,0.41,5.86,7.96,32.04%,5.41,3.80,https://www.screener.in/company/source/quarter/1274330/6/2024/
CHEMFAB,Sep 2024,76.53,68.20,8.33,10.88%,2.59,0.94,7.31,2.67,66.67%,0.90,0.63,https://www.screener.in/company/source/quarter/1274330/9/2024/
CHEMFAB,Dec 2024,81.90,71.75,10.15,12.39%,0.60,1.22,8.80,0.73,172.60%,-0.53,-0.37,https://www.screener.in/company/source/quarter/1274330/12/2024/
CHEMFAB,Mar 2025,83.62,71.71,11.91,14.24%,2.55,1.20,9.62,3.64,48.08%,1.88,1.32,https://www.screener.in/company/source/quarter/1274330/3/2025/
CHEMFAB,Jun 2025,92.32,78.98,13.34,14.45%,-8.51,1.57,10.61,-7.35,25.03%,-9.19,-6.40,https://www.screener.in/company/source/quarter/1274330/6/2025/
WINSOME,Jun 2020,19.34,27.15,-7.81,-40.38%,0.53,0.02,3.81,-11.11,3.96%,-11.55,-1.63,https://www.screener.in/company/source/quarter/3761/6/2020/
WINSOME,Sep 2020,6.00,6.85,-0.85,-14.17%,0.34,0.00,3.74,-4.25,0.00%,-4.25,-0.60,https://www.screener.in/company/source/quarter/3761/9/2020/
WINSOME,Dec 2020,7.47,9.85,-2.38,-31.86%,0.00,0.00,3.72,-6.10,0.00%,-6.10,-0.86,https://www.screener.in/company/source/quarter/3761/12/2020/
WINSOME,Mar 2021,12.11,14.36,-2.25,-18.58%,0.04,0.06,3.72,-5.99,0.00%,-5.99,-0.85,https://www.screener.in/company/source/quarter/3761/3/2021/
WINSOME,Jun 2021,10.13,11.32,-1.19,-11.75%,0.03,0.00,3.75,-4.91,0.00%,-4.91,-0.69,https://www.screener.in/company/source/quarter/3761/6/2021/
WINSOME,Sep 2021,4.76,7.61,-2.85,-59.87%,0.03,0.00,3.73,-6.55,0.00%,-6.55,-0.93,https://www.screener.in/company/source/quarter/3761/9/2021/
WINSOME,Dec 2021,10.28,10.98,-0.70,-6.81%,0.03,0.00,3.74,-4.41,0.00%,-4.41,-0.62,https://www.screener.in/company/source/quarter/3761/12/2021/
WINSOME,Mar 2022,15.80,14.50,1.30,8.23%,0.05,0.00,3.73,-2.38,0.00%,-2.38,-0.34,https://www.screener.in/company/source/quarter/3761/3/2022/
WINSOME,Jun 2022,12.63,10.40,2.23,17.66%,0.14,0.00,3.66,-1.29,0.00%,-1.29,-0.18,https://www.screener.in/company/source/quarter/3761/6/2022/
WINSOME,Sep 2022,6.01,9.48,-3.47,-57.74%,0.03,0.00,3.72,-7.16,0.00%,-7.16,-1.01,https://www.screener.in/company/source/quarter/3761/9/2022/
WINSOME,Dec 2022,12.91,13.40,-0.49,-3.80%,0.04,0.00,3.71,-4.16,0.00%,-4.16,-0.59,https://www.screener.in/company/source/quarter/3761/12/2022/
WINSOME,Mar 2023,9.58,18.54,-8.96,-93.53%,0.02,0.00,3.15,-12.09,0.00%,-12.09,-1.71,https://www.screener.in/company/source/quarter/3761/3/2023/
ARFIN,Jun 2024,136.80,128.52,8.28,6.05%,0.20,5.36,1.09,2.03,-7.39%,2.18,0.14,https://www.screener.in/company/source/quarter/1270851/6/2024/
ARFIN,Dec 2024,132.90,123.81,9.09,6.84%,0.25,4.28,1.00,4.06,25.86%,3.01,0.18,https://www.screener.in/company/source/quarter/1270851/12/2024/
ARFIN,Mar 2025,180.37,169.43,10.94,6.07%,0.14,5.56,1.02,4.50,32.67%,3.03,0.18,https://www.screener.in/company/source/quarter/1270851/3/2025/
ARFIN,Jun 2025,153.37,146.79,6.58,4.29%,1.33,4.62,1.02,2.27,76.65%,0.53,0.03,https://www.screener.in/company/source/quarter/1270851/6/2025/
JAYAGROGN,Sep 2022,945,909,36,4%,0,5,4,27,24%,21,6.51,https://www.screener.in/company/source/quarter/1594/9/2022/
JAYAGROGN,Dec 2022,695,672,24,3%,1,3,4,17,29%,12,3.82,https://www.screener.in/company/source/quarter/1594/12/2022/
JAYAGROGN,Mar 2023,525,512,13,3%,0,3,4,6,31%,5,1.52,https://www.screener.in/company/source/quarter/1594/3/2023/
JAYAGROGN,Jun 2023,607,582,24,4%,1,2,4,20,27%,14,4.59,https://www.screener.in/company/source/quarter/1594/6/2023/
JAYAGROGN,Sep 2023,555,534,21,4%,0,2,4,16,27%,12,3.56,https://www.screener.in/company/source/quarter/1594/9/2023/
JAYAGROGN,Dec 2023,540,513,27,5%,-0,2,4,21,24%,16,5.25,https://www.screener.in/company/source/quarter/1594/12/2023/
JAYAGROGN,Mar 2024,429,411,18,4%,0,2,4,12,25%,10,3.16,https://www.screener.in/company/source/quarter/1594/3/2024/
JAYAGROGN,Jun 2024,626,595,31,5%,1,3,5,23,30%,17,5.16,https://www.screener.in/company/source/quarter/1594/6/2024/
JAYAGROGN,Sep 2024,716,685,31,4%,0,5,5,21,26%,16,5.18,https://www.screener.in/company/source/quarter/1594/9/2024/
JAYAGROGN,Dec 2024,598,570,28,5%,0,6,5,18,28%,13,4.57,https://www.screener.in/company/source/quarter/1594/12/2024/
JAYAGROGN,Mar 2025,580,553,27,5%,1,4,5,19,26%,14,4.72,https://www.screener.in/company/source/quarter/1594/3/2025/
JAYAGROGN,Jun 2025,634,611,23,4%,0,4,5,14,24%,11,3.83,https://www.screener.in/company/source/quarter/1594/6/2025/
PCJEWELLER,Sep 2022,547,463,85,15%,76,122,7,33,-129%,74,0.16,https://www.screener.in/company/source/quarter/247383/9/2022/
PCJEWELLER,Dec 2022,898,750,147,16%,61,122,7,79,-9%,86,0.18,https://www.screener.in/company/source/quarter/247383/12/2022/
PCJEWELLER,Mar 2023,854,818,36,4%,29,125,7,-67,-9%,-61,-0.13,https://www.screener.in/company/source/quarter/247383/3/2023/
PCJEWELLER,Jun 2023,173,194,-20,-12%,-2,124,7,-152,98%,-302,-0.65,https://www.screener.in/company/source/quarter/247383/6/2023/
PCJEWELLER,Sep 2023,68,111,-43,-64%,5,125,7,-170,1%,-172,-0.37,https://www.screener.in/company/source/quarter/247383/9/2023/
PCJEWELLER,Dec 2023,449,503,-54,-12%,45,124,5,-137,1%,-138,-0.30,https://www.screener.in/company/source/quarter/247383/12/2023/
PCJEWELLER,Mar 2024,40,113,-73,-182%,3,126,5,-201,-1%,-198,-0.43,https://www.screener.in/company/source/quarter/247383/3/2024/
PCJEWELLER,Jun 2024,48,50,-2,-3%,11,130,4,-124,-2%,-122,-0.26,https://www.screener.in/company/source/quarter/247383/6/2024/
PCJEWELLER,Sep 2024,401,350,52,13%,39,2,4,85,-84%,156,0.34,https://www.screener.in/company/source/quarter/247383/9/2024/
PCJEWELLER,Dec 2024,505,419,86,17%,44,2,4,123,-45%,179,0.38,https://www.screener.in/company/source/quarter/247383/12/2024/
PCJEWELLER,Mar 2025,639,527,112,18%,44,3,5,148,0%,148,0.25,https://www.screener.in/company/source/quarter/247383/3/2025/
PCJEWELLER,Jun 2025,699,554,145,21%,1,45,5,96,2%,95,0.15,https://www.screener.in/company/source/quarter/247383/6/2025/
JKLAKSHMI,Sep 2022,"1,654","1,397",257,16%,7,36,56,172,33%,115,9.45,https://www.screener.in/company/source/quarter/1633/9/2022/
JKLAKSHMI,Dec 2022,"1,374","1,210",164,12%,20,33,57,93,34%,62,5.19,https://www.screener.in/company/source/quarter/1633/12/2022/
JKLAKSHMI,Mar 2023,"1,562","1,376",185,12%,14,35,57,107,28%,77,6.49,https://www.screener.in/company/source/quarter/1633/3/2023/
JKLAKSHMI,Jun 2023,"1,862","1,629",233,12%,17,29,59,162,29%,115,9.35,https://www.screener.in/company/source/quarter/1633/6/2023/
JKLAKSHMI,Sep 2023,"1,730","1,534",196,11%,11,33,56,119,33%,80,6.67,https://www.screener.in/company/source/quarter/1633/9/2023/
JKLAKSHMI,Dec 2023,"1,575","1,357",217,14%,14,34,57,141,32%,96,7.88,https://www.screener.in/company/source/quarter/1633/12/2023/
JKLAKSHMI,Mar 2024,"1,703","1,401",302,18%,26,39,66,223,33%,150,12.21,https://www.screener.in/company/source/quarter/1633/3/2024/
JKLAKSHMI,Jun 2024,"1,781","1,445",336,19%,26,45,68,250,35%,162,13.34,https://www.screener.in/company/source/quarter/1633/6/2024/
JKLAKSHMI,Sep 2024,"1,564","1,342",222,14%,-20,48,72,83,31%,57,4.83,https://www.screener.in/company/source/quarter/1633/9/2024/
JKLAKSHMI,Dec 2024,"1,234","1,153",81,7%,8,43,75,-29,-33%,-19,-1.19,https://www.screener.in/company/source/quarter/1633/12/2024/
JKLAKSHMI,Mar 2025,"1,497","1,297",199,13%,9,45,76,87,31%,60,5.05,https://www.screener.in/company/source/quarter/1633/3/2025/
JKLAKSHMI,Jun 2025,"1,898","1,546",351,19%,23,44,77,253,31%,175,14.93,https://www.screener.in/company/source/quarter/1633/6/2025/
UTTAMSUGAR,Sep 2023,460,394,66,14%,2,18,9,41,25%,31,8.12,https://www.screener.in/company/source/quarter/3579/9/2023/
UTTAMSUGAR,Dec 2023,604,561,43,7%,2,14,10,22,28%,16,4.10,https://www.screener.in/company/source/quarter/3579/12/2023/
UTTAMSUGAR,Mar 2024,518,444,74,14%,2,8,10,59,26%,43,11.40,https://www.screener.in/company/source/quarter/3579/3/2024/
UTTAMSUGAR,Jun 2024,465,383,82,18%,2,17,11,57,26%,42,11.05,https://www.screener.in/company/source/quarter/3579/6/2024/
UTTAMSUGAR,Sep 2024,454,419,35,8%,3,18,11,9,25%,6,1.53,https://www.screener.in/company/source/quarter/3579/9/2024/
UTTAMSUGAR,Dec 2024,401,398,3,1%,1,12,12,-19,-22%,-14,-3.81,https://www.screener.in/company/source/quarter/3579/12/2024/
UTTAMSUGAR,Mar 2025,425,365,60,14%,1,9,12,41,26%,30,8.18,https://www.screener.in/company/source/quarter/3579/3/2025/
UTTAMSUGAR,Jun 2025,567,452,115,20%,2,18,12,88,27%,64,17.27,https://www.screener.in/company/source/quarter/3579/6/2025/
RKEC,Sep 2022,46.48,42.30,4.18,8.99%,0.17,1.98,1.03,1.34,45.52%,0.72,0.30,https://www.screener.in/company/source/quarter/1274165/9/2022/
RKEC,Dec 2022,71.92,70.52,1.40,1.95%,2.86,2.56,1.09,0.61,-11.48%,0.68,0.28,https://www.screener.in/company/source/quarter/1274165/12/2022/
RKEC,Mar 2023,114.54,97.16,17.38,15.17%,0.55,2.34,1.27,14.32,25.70%,10.64,4.44,https://www.screener.in/company/source/quarter/1274165/3/2023/
RKEC,Jun 2023,67.40,47.81,19.59,29.07%,0.31,7.50,1.58,10.82,97.97%,0.21,0.09,https://www.screener.in/company/source/quarter/1274165/6/2023/
RKEC,Sep 2023,38.52,30.30,8.22,21.34%,0.14,2.37,1.99,4.00,30.25%,2.80,1.17,https://www.screener.in/company/source/quarter/1274165/9/2023/
RKEC,Dec 2023,56.89,51.23,5.66,9.95%,0.90,3.20,2.00,1.36,27.94%,0.98,0.41,https://www.screener.in/company/source/quarter/1274165/12/2023/
RKEC,Mar 2024,106.03,85.59,20.44,19.28%,0.09,4.30,2.06,14.17,24.70%,10.68,4.45,https://www.screener.in/company/source/quarter/1274165/3/2024/
RKEC,Jun 2024,151.33,138.33,13.00,8.59%,2.48,4.71,2.06,8.71,36.74%,5.50,2.29,https://www.screener.in/company/source/quarter/1274165/6/2024/
RKEC,Sep 2024,84.67,71.24,13.43,15.86%,0.17,4.15,2.14,7.31,27.36%,5.31,2.21,https://www.screener.in/company/source/quarter/1274165/9/2024/
RKEC,Dec 2024,76.84,66.41,10.43,13.57%,0.69,4.29,2.04,4.79,21.50%,3.75,1.56,https://www.screener.in/company/source/quarter/1274165/12/2024/
RKEC,Mar 2025,118.98,99.43,19.55,16.43%,0.50,6.28,2.39,11.38,27.42%,8.26,3.44,https://www.screener.in/company/source/quarter/1274165/3/2025/
RKEC,Jun 2025,141.43,133.39,8.04,5.68%,5.51,4.75,2.29,6.51,58.22%,2.72,1.13,https://www.screener.in/company/source/quarter/1274165/6/2025/
BALKRISIND,Sep 2022,"2,619","2,175",444,17%,106,3,129,417,26%,307,15.88,https://www.screener.in/company/source/quarter/383/9/2022/
BALKRISIND,Dec 2022,"2,658","2,231",426,16%,227,5,137,511,25%,382,19.77,https://www.screener.in/company/source/quarter/383/12/2022/
BALKRISIND,Mar 2023,"2,166","1,896",269,12%,45,14,149,151,28%,108,5.61,https://www.screener.in/company/source/quarter/383/3/2023/
BALKRISIND,Jun 2023,"2,317","1,837",480,21%,57,26,156,355,27%,260,13.44,https://www.screener.in/company/source/quarter/383/6/2023/
BALKRISIND,Sep 2023,"2,159","1,658",501,23%,106,22,155,430,23%,332,17.17,https://www.screener.in/company/source/quarter/383/9/2023/
BALKRISIND,Dec 2023,"2,253","1,720",533,24%,107,24,160,456,24%,347,17.97,https://www.screener.in/company/source/quarter/383/12/2023/
BALKRISIND,Mar 2024,"2,274","1,734",541,24%,66,36,161,409,25%,305,15.80,https://www.screener.in/company/source/quarter/383/3/2024/
BALKRISIND,Jun 2024,"2,682","2,001",681,25%,171,31,174,647,25%,487,25.18,https://www.screener.in/company/source/quarter/383/6/2024/
BALKRISIND,Sep 2024,"2,714","2,051",664,24%,162,22,163,640,23%,490,25.35,https://www.screener.in/company/source/quarter/383/9/2024/
BALKRISIND,Dec 2024,"2,420","1,840",580,24%,90,41,166,463,25%,347,17.95,https://www.screener.in/company/source/quarter/383/12/2024/
BALKRISIND,Mar 2025,"2,560","1,960",601,23%,187,16,173,600,25%,449,23.25,https://www.screener.in/company/source/quarter/383/3/2025/
BALKRISIND,Jun 2025,"2,752","2,139",614,22%,99,50,178,485,24%,369,19.06,https://www.screener.in/company/source/quarter/383/6/2025/
INDSWFTLTD,Jun 2022,106,96,10,9%,7,14,8,-5,0%,-5,-1.01,https://www.screener.in/company/source/quarter/1413/6/2022/
INDSWFTLTD,Sep 2022,95,90,5,5%,2,15,7,-15,0%,-15,-2.85,https://www.screener.in/company/source/quarter/1413/9/2022/
INDSWFTLTD,Dec 2022,104,93,11,11%,1,15,7,-11,0%,-11,-1.95,https://www.screener.in/company/source/quarter/1413/12/2022/
INDSWFTLTD,Mar 2023,107,89,18,17%,3,15,7,-1,0%,-1,-0.19,https://www.screener.in/company/source/quarter/1413/3/2023/
INDSWFTLTD,Jun 2023,106,98,8,8%,67,14,7,53,0%,53,9.80,https://www.screener.in/company/source/quarter/1413/6/2023/
INDSWFTLTD,Sep 2023,149,130,18,12%,6,15,7,2,0%,2,0.44,https://www.screener.in/company/source/quarter/1413/9/2023/
INDSWFTLTD,Dec 2023,116,105,11,10%,3,18,7,-11,0%,-11,-1.98,https://www.screener.in/company/source/quarter/1413/12/2023/
INDSWFTLTD,Mar 2024,103,98,4,4%,3,15,7,-15,0%,-15,-2.76,https://www.screener.in/company/source/quarter/1413/3/2024/
INDSWFTLTD,Jun 2024,135,121,15,11%,46,14,7,40,6%,38,6.93,https://www.screener.in/company/source/quarter/1413/6/2024/
INDSWFTLTD,Sep 2024,114,111,3,3%,40,10,5,28,0%,28,5.21,https://www.screener.in/company/source/quarter/1413/9/2024/
INDSWFTLTD,Dec 2024,136,122,14,11%,5,10,5,4,0%,4,0.76,https://www.screener.in/company/source/quarter/1413/12/2024/
INDSWFTLTD,Mar 2025,120,112,8,7%,2,10,6,-6,0%,-6,-1.01,https://www.screener.in/company/source/quarter/1413/3/2025/
SHIVALIK,Sep 2022,57.83,45.99,11.84,20.47%,1.45,1.03,3.01,9.25,8.54%,8.46,4.40,https://www.screener.in/company/source/quarter/1270846/9/2022/
SHIVALIK,Dec 2022,56.33,45.32,11.01,19.55%,0.85,0.88,2.83,8.15,6.26%,7.65,3.82,https://www.screener.in/company/source/quarter/1270846/12/2022/
SHIVALIK,Mar 2023,57.36,47.38,9.98,17.40%,1.46,1.07,2.95,7.42,10.24%,6.65,3.27,https://www.screener.in/company/source/quarter/1270846/3/2023/
SHIVALIK,Jun 2023,62.93,52.81,10.12,16.08%,0.90,1.36,2.81,6.85,-3.21%,7.08,2.28,https://www.screener.in/company/source/quarter/1270846/6/2023/
SHIVALIK,Sep 2023,64.47,53.10,11.37,17.64%,0.42,1.47,2.81,7.51,13.72%,6.48,2.80,https://www.screener.in/company/source/quarter/1270846/9/2023/
SHIVALIK,Dec 2023,67.05,57.39,9.66,14.41%,0.56,1.96,3.44,4.82,45.02%,2.65,1.21,https://www.screener.in/company/source/quarter/1270846/12/2023/
SHIVALIK,Mar 2024,70.23,61.37,8.86,12.62%,1.50,1.58,3.01,5.77,24.78%,4.34,1.97,https://www.screener.in/company/source/quarter/1270846/3/2024/
SHIVALIK,Jun 2024,71.23,61.94,9.29,13.04%,1.49,2.61,3.11,5.06,9.09%,4.60,2.21,https://www.screener.in/company/source/quarter/1270846/6/2024/
SHIVALIK,Sep 2024,74.63,65.25,9.38,12.57%,0.64,1.92,3.50,4.60,16.09%,3.86,2.26,https://www.screener.in/company/source/quarter/1270846/9/2024/
SHIVALIK,Dec 2024,82.44,70.68,11.76,14.26%,0.35,2.45,4.66,5.00,11.60%,4.43,2.58,https://www.screener.in/company/source/quarter/1270846/12/2024/
